epoch,euclidean_distance_loss,loss,val_euclidean_distance_loss,val_loss
0,1.3464529514312744,1.3464529514312744,1.4661383628845215,1.4661383628845215
1,1.2243688106536865,1.2243688106536865,2.035268783569336,2.035268783569336
2,1.1339402198791504,1.1339402198791504,1.6313743591308594,1.6313743591308594
3,1.072510838508606,1.072510838508606,1.4694476127624512,1.4694476127624512
4,1.0392520427703857,1.0392520427703857,2.0183637142181396,2.0183637142181396
5,1.0069642066955566,1.0069642066955566,1.416740894317627,1.416740894317627
6,0.9874621629714966,0.9874621629714966,1.4902081489562988,1.4902081489562988
7,0.9882760643959045,0.9882760643959045,2.1369311809539795,2.1369311809539795
8,0.9690492749214172,0.9690492749214172,1.3935023546218872,1.3935023546218872
9,0.9555752873420715,0.9555752873420715,1.538143515586853,1.538143515586853
10,0.9423976540565491,0.9423976540565491,1.8993377685546875,1.8993377685546875
11,0.9348990321159363,0.9348990321159363,1.7960556745529175,1.7960556745529175
12,0.934789776802063,0.934789776802063,2.7938663959503174,2.7938663959503174
13,0.9219028353691101,0.9219028353691101,1.3943328857421875,1.3943328857421875
14,0.9130434989929199,0.9130434989929199,1.4846231937408447,1.4846231937408447
15,0.9107808470726013,0.9107808470726013,1.437955617904663,1.437955617904663
16,0.9098259210586548,0.9098259210586548,1.4119840860366821,1.4119840860366821
17,0.9036874175071716,0.9036874175071716,1.447520136833191,1.447520136833191
18,0.8963307738304138,0.8963307738304138,1.4028986692428589,1.4028986692428589
19,0.8899250030517578,0.8899250030517578,2.7337682247161865,2.7337682247161865
20,0.8863597512245178,0.8863597512245178,1.4315295219421387,1.4315295219421387
21,0.8813948035240173,0.8813948035240173,2.751253604888916,2.751253604888916
22,0.8787655830383301,0.8787655830383301,1.5511362552642822,1.5511362552642822
23,0.8740118741989136,0.8740118741989136,1.483586311340332,1.483586311340332
24,0.8714072704315186,0.8714072704315186,1.3657104969024658,1.3657104969024658
25,0.8677978515625,0.8677978515625,1.499348759651184,1.499348759651184
